snapped_at,price,market_cap,total_volume
2022-06-02 00:00:00 UTC,0.0416362713126429,0.0,669046.462999177
2022-06-03 00:00:00 UTC,0.0416362713126429,0.0,669046.462999177
2022-06-04 00:00:00 UTC,0.0449440139000436,0.0,556621.1227674491
2022-06-05 00:00:00 UTC,0.03984456049549413,0.0,68045.10971121935
2022-06-06 00:00:00 UTC,0.03654627195063648,0.0,70477.53618287302
2022-06-07 00:00:00 UTC,0.03665932876039569,0.0,35278.67737866271
2022-06-08 00:00:00 UTC,0.02738997359468933,0.0,22364.49580323546
2022-06-09 00:00:00 UTC,0.015352506719351343,0.0,11577.484534538351
2022-06-10 00:00:00 UTC,0.016917529757287848,0.0,3607.899850234451
2022-06-11 00:00:00 UTC,0.014618429616880268,0.0,3203.775919728226
2022-06-12 00:00:00 UTC,0.013245826335527849,0.0,2572.997932248022
2022-06-13 00:00:00 UTC,0.0111479457042522,0.0,1462.0106586805846
2022-06-14 00:00:00 UTC,0.007415726925478782,0.0,2275.6250371974747
2022-06-15 00:00:00 UTC,0.007356561259629482,0.0,406.30411726149106
2022-06-16 00:00:00 UTC,0.007490369222860236,0.0,999.1872249105838
2022-06-17 00:00:00 UTC,0.006781926585599415,0.0,106.69720754297306
2022-06-18 00:00:00 UTC,0.007659064728129282,0.0,1596.738494631065
2022-06-19 00:00:00 UTC,0.00694829092439788,0.0,715.2388867565343
2022-06-20 00:00:00 UTC,0.007311480530348449,0.0,437.8856485146306
2022-06-21 00:00:00 UTC,0.007633940987305508,0.0,487.4584320496704
2022-06-22 00:00:00 UTC,0.009036121105621197,0.0,469.6534811627705
2022-06-23 00:00:00 UTC,0.008179473110265229,0.0,491.7227550798567
2022-06-24 00:00:00 UTC,0.007701046722161395,0.0,1761.4537037110395
2022-06-25 00:00:00 UTC,0.00817613699395889,0.0,205.5464489558547
2022-06-26 00:00:00 UTC,0.008583458745500126,0.0,599.9768751104402
2022-06-27 00:00:00 UTC,0.00791152149339746,0.0,209.9699783347793
2022-06-28 00:00:00 UTC,0.0076897246134613306,0.0,62.35765471969977
2022-06-29 00:00:00 UTC,0.0074257619317325725,0.0,993.8271019055859
2022-06-30 00:00:00 UTC,0.00723092494291773,0.0,130.46622184798827
2022-07-01 00:00:00 UTC,0.006565224045627402,0.0,492.3868166356942
2022-07-02 00:00:00 UTC,0.006431206964524445,0.0,15.37292130348034
2022-07-03 00:00:00 UTC,0.006014420899457607,0.0,384.46928281274484
2022-07-04 00:00:00 UTC,0.005821080769431266,0.0,79.51249899426732
2022-07-05 00:00:00 UTC,0.006131751670421489,0.0,353.640377207664
2022-07-06 00:00:00 UTC,0.006051064604886422,0.0,162.3295767056361
2022-07-07 00:00:00 UTC,0.006323695625276222,0.0,135.26820268163718
2022-07-08 00:00:00 UTC,0.006976862585661287,0.0,295.47829922489757
2022-07-09 00:00:00 UTC,0.008165274941907557,0.0,261.33551253414373
2022-07-10 00:00:00 UTC,0.010408450981295263,0.0,3378.4187127408977
2022-07-11 00:00:00 UTC,0.012302788677085771,0.0,10804.063454761506
2022-07-12 00:00:00 UTC,0.010238798340606602,0.0,214.43404473171464
2022-07-13 00:00:00 UTC,0.009163226617403706,0.0,277.0454762609749
2022-07-14 00:00:00 UTC,0.012595352304304525,0.0,539.2163392193249
2022-07-15 00:00:00 UTC,0.016479794300606632,0.0,3665.948409900407
2022-07-16 00:00:00 UTC,0.023678319209852628,0.0,8839.108965792268
2022-07-17 00:00:00 UTC,0.029762398553559846,0.0,20809.853048999124
2022-07-18 00:00:00 UTC,0.027972525780482076,0.0,7397.8107239855835
2022-07-19 00:00:00 UTC,0.030413324783461888,0.0,15571.050120005377
2022-07-20 00:00:00 UTC,0.03569019780628875,0.0,3773.9677598108115
2022-07-21 00:00:00 UTC,0.030247194316784593,0.0,8094.14789516408
2022-07-22 00:00:00 UTC,0.034522963152117794,0.0,9774.138300670807
2022-07-23 00:00:00 UTC,0.036413325381437274,0.0,8524.229082610702
2022-07-24 00:00:00 UTC,0.034266066048874194,0.0,4512.651167348974
2022-07-25 00:00:00 UTC,0.04511897063423112,0.0,12881.310782010902
2022-07-26 00:00:00 UTC,0.0395120463331647,0.0,10728.761193436156
2022-07-27 00:00:00 UTC,0.05057232403036282,0.0,15801.85105950776
2022-07-28 00:00:00 UTC,0.05160471116218283,0.0,34550.19292034925
2022-07-29 00:00:00 UTC,0.07283464301134672,0.0,65800.97871087326
2022-07-30 00:00:00 UTC,0.09656196577828595,0.0,79517.91437928352
2022-07-31 00:00:00 UTC,0.07745039519446825,0.0,39055.24421820197
2022-08-01 00:00:00 UTC,0.07336349378198503,0.0,33927.52601311971
2022-08-02 00:00:00 UTC,0.06738276704511013,0.0,15315.201557514449
2022-08-03 00:00:00 UTC,0.06363300439361765,0.0,20223.287699572844
2022-08-04 00:00:00 UTC,0.07425935983547481,0.0,34759.51655238545
2022-08-05 00:00:00 UTC,0.0689715471731646,0.0,42048.67068572304
2022-08-06 00:00:00 UTC,0.0628581844090157,0.0,35909.72126834521
2022-08-07 00:00:00 UTC,0.05239962912052466,0.0,24084.040754018828
2022-08-08 00:00:00 UTC,0.04971702434329684,0.0,16641.602326346558
2022-08-09 00:00:00 UTC,0.05531958787515981,0.0,54721.14683871452
2022-08-10 00:00:00 UTC,0.05031519068291506,0.0,22817.510147734363
2022-08-11 00:00:00 UTC,0.04486622733402394,0.0,38786.37291369346
2022-08-12 00:00:00 UTC,0.03316405069281922,0.0,48389.359424725924
2022-08-13 00:00:00 UTC,0.034752141669710135,0.0,2285217.904428664
