snapped_at,price,market_cap,total_volume
2022-08-15 00:00:00 UTC,1.440997849681339,309614061.87044406,201088151.96959016
2022-08-16 00:00:00 UTC,1.5424890386841643,333082077.6299767,197331900.08912683
2022-08-17 00:00:00 UTC,1.452240132794068,311844383.3336597,228583007.27680004
2022-08-18 00:00:00 UTC,1.3171932134995359,283248882.2654214,214264443.87870863
2022-08-19 00:00:00 UTC,1.1997500862965875,258518771.9510214,144305292.88477695
2022-08-20 00:00:00 UTC,1.2197630087103053,261877423.38123554,338510052.1282988
2022-08-21 00:00:00 UTC,1.1307920943367076,242531432.82580447,232410108.76886097
2022-08-22 00:00:00 UTC,1.181936792623258,254178267.1137656,151824987.67755982
2022-08-23 00:00:00 UTC,1.1641724299326168,248155828.6717906,153318230.15852073
2022-08-24 00:00:00 UTC,1.333098446718018,285592435.94543236,283341220.54399943
2022-08-25 00:00:00 UTC,1.2264628713820378,263118757.95264128,187711292.1879545
2022-08-26 00:00:00 UTC,1.1797634401959898,253528774.49744183,127533176.17374226
2022-08-27 00:00:00 UTC,1.0160141023612492,218330039.57972714,163408581.63920686
2022-08-28 00:00:00 UTC,1.0328945886354706,221816068.66123185,125852468.64278378
2022-08-29 00:00:00 UTC,1.06340182245853,227460309.38102683,127860479.169813
